run_id,timestamp,input_type,final_state,seats_participated,veto_used,escalation_triggered,rollback_executed,archive_executed,terminate_executed,risk_raised_count,authority_violation,fake_closure,tokens_used,wall_clock_seconds,human_intervention,finalized
meeting_endurance_1773979131_107,2026-03-20T03:58:51.082207681+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978147_91,2026-03-20T03:42:27.231464184+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773853996,2026-03-18T17:13:16.097461047+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,394,false,true
endurance-1773852271,2026-03-18T16:44:31.867138010+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,447,false,true
phase2a3-1773767010,2026-03-17T17:03:31.253357081+00:00,code_fix,Archived,0,,false,false,true,false,0,false,false,0,647,false,true
meeting_endurance_1773980712_135,2026-03-20T04:25:12.791594104+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973764_26,2026-03-20T02:29:24.796098034+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978803_101,2026-03-20T03:53:24.025670595+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773849868,2026-03-18T16:04:28.245254888+00:00,code_review,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974483_37,2026-03-20T02:41:23.856845055+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976109_59,2026-03-20T03:08:29.961749110+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980344_127,2026-03-20T04:19:04.070700503+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974639_39,2026-03-20T02:43:59.081400309+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973899_28,2026-03-20T02:31:39.962886935+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
phase2b-pressure-1773773532,2026-03-17T18:52:12.361918239+00:00,architecture_conflict,Archived,0,Yuheng,false,false,true,false,0,false,false,0,543,false,true
meeting_endurance_1773973292_20,2026-03-20T02:21:32.862049080+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773975464_52,2026-03-20T02:57:44.539542499+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977503_82,2026-03-20T03:31:43.058076665+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972810_12,2026-03-20T02:13:30.859937044+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972876_13,2026-03-20T02:14:36.768107295+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974222_33,2026-03-20T02:37:02.269944157+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977698_85,2026-03-20T03:34:58.659087949+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974899_43,2026-03-20T02:48:19.770332246+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977856_87,2026-03-20T03:37:36.327832853+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978944_104,2026-03-20T03:55:44.150153716+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980626_133,2026-03-20T04:23:46.305866554+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979253_109,2026-03-20T04:00:53.340935342+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973198_18,2026-03-20T02:19:58.100474978+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980425_130,2026-03-20T04:20:25.213600967+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978389_95,2026-03-20T03:46:29.917671961+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974966_44,2026-03-20T02:49:26.483910770+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979975_121,2026-03-20T04:12:55.743359793+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773851881,2026-03-18T16:38:01.810505924+00:00,emergency,Archived,0,,false,false,true,false,0,false,false,0,335,false,true
meeting_endurance_1773976573_67,2026-03-20T03:16:14.006821901+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980362_128,2026-03-20T04:19:22.705589344+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972990_14,2026-03-20T02:16:30.553412414+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773853147,2026-03-18T16:59:07.611047776+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,441,false,true
phase2a3-1773767695-v2,2026-03-17T17:14:56.174516308+00:00,architecture_review,Archived,0,,false,false,true,false,0,false,false,0,795,false,true
meeting_endurance_1773979789_118,2026-03-20T04:09:49.114868612+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974093_31,2026-03-20T02:34:53.962232919+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980779_136,2026-03-20T04:26:19.658761484+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978331_94,2026-03-20T03:45:31.497236876+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976039_58,2026-03-20T03:07:19.243889937+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980651_134,2026-03-20T04:24:11.091196049+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973951_29,2026-03-20T02:32:31.898774205+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773975199_47,2026-03-20T02:53:19.117557879+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773975654_55,2026-03-20T03:00:54.901280150+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773847529,2026-03-18T15:25:29.422867299+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,405,false,true
endurance-1773854828,2026-03-18T17:27:08.872738357+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,478,false,true
meeting_endurance_1773975995_57,2026-03-20T03:06:36.002936013+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773847914,2026-03-18T15:31:54.642639378+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,384,false,true
meeting_endurance_1773977154_76,2026-03-20T03:25:54.404850793+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972680_10,2026-03-20T02:11:20.616800524+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976992_74,2026-03-20T03:23:12.438413446+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773848655,2026-03-18T15:44:15.846714637+00:00,code_review,Archived,0,Yuheng,false,false,true,false,0,false,false,0,374,false,true
meeting_endurance_1773976672_69,2026-03-20T03:17:52.707894818+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978586_98,2026-03-20T03:49:46.413900441+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974446_36,2026-03-20T02:40:46.246708655+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773846266,2026-03-18T15:04:27.039508721+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,477,false,true
meeting_endurance_1773977223_77,2026-03-20T03:27:03.855563482+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978823_102,2026-03-20T03:53:43.871861915+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972497_7,2026-03-20T02:08:17.407704949+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974567_38,2026-03-20T02:42:47.913271809+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979727_117,2026-03-20T04:08:47.824379043+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979006_105,2026-03-20T03:56:47.007556691+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979832_119,2026-03-20T04:10:32.523126943+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978552_97,2026-03-20T03:49:12.543830093+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977569_83,2026-03-20T03:32:49.374092079+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973486_22,2026-03-20T02:24:46.633649850+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979874_120,2026-03-20T04:11:14.330463276+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773857101,2026-03-18T18:05:02.039999160+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,343,false,true
meeting_endurance_1773979642_115,2026-03-20T04:07:22.614438247+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973021_15,2026-03-20T02:17:01.283747092+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979486_113,2026-03-20T04:04:46.041681308+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773855300,2026-03-18T17:35:00.632068604+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,262,false,true
meeting_endurance_1773978269_93,2026-03-20T03:44:29.777850403+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773843504,2026-03-18T14:18:24.604675187+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,311,false,true
meeting_endurance_1773980948_139,2026-03-20T04:29:08.810363239+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973269_19,2026-03-20T02:21:09.513920080+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980284_126,2026-03-20T04:18:05.006733315+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979313_110,2026-03-20T04:01:53.814864927+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773974022_30,2026-03-20T02:33:42.169111629+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976288_62,2026-03-20T03:11:28.143311352+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976231_61,2026-03-20T03:10:31.503480799+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976737_70,2026-03-20T03:18:57.315587168+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972323_5,2026-03-20T02:05:23.547609593+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773851104,2026-03-18T16:25:04.826014920+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,316,false,true
meeting_endurance_1773977932_88,2026-03-20T03:38:52.569484773+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773846729,2026-03-18T15:12:09.660207893+00:00,architecture,Archived,0,,false,false,true,false,0,false,false,0,228,false,true
endurance-1773853548,2026-03-18T17:05:49.020151113+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,242,false,true
meeting_endurance_1773978881_103,2026-03-20T03:54:41.587988400+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773775288,2026-03-17T19:21:28.428976631+00:00,code_review,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976401_64,2026-03-20T03:13:21.402616418+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979399_111,2026-03-20T04:03:19.081818410+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976161_60,2026-03-20T03:09:21.050591432+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977078_75,2026-03-20T03:24:38.525355638+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973554_23,2026-03-20T02:25:54.307788635+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978078_90,2026-03-20T03:41:18.275940565+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773979070_106,2026-03-20T03:57:50.617621721+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773845470,2026-03-18T14:51:10.755512937+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,352,false,true
meeting_endurance_1773977385_80,2026-03-20T03:29:45.114753643+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773972170_2,2026-03-20T02:02:50.595229978+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973616_24,2026-03-20T02:26:56.094315108+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773977623_84,2026-03-20T03:33:43.286106993+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773976360_63,2026-03-20T03:12:40.707841698+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773849422,2026-03-18T15:57:02.986419144+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,279,false,true
meeting_endurance_1773976936_73,2026-03-20T03:22:16.410219241+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773980118_123,2026-03-20T04:15:18.441546903+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773978656_99,2026-03-20T03:50:56.368233467+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973690_25,2026-03-20T02:28:10.796007254+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773843178,2026-03-18T14:12:58.589164229+00:00,conflict,Archived,0,,false,false,true,false,0,false,false,0,129,false,true
endurance-1773854413,2026-03-18T17:20:13.844858723+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,345,false,true
meeting_endurance_1773977757_86,2026-03-20T03:35:58.012788486+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773850348,2026-03-18T16:12:28.374145009+00:00,conflict,Archived,0,,false,false,true,false,0,false,false,0,278,false,true
meeting_endurance_1773977463_81,2026-03-20T03:31:03.657868253+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
endurance-1773843906,2026-03-18T14:25:06.239357384+00:00,code_review,Archived,0,,false,false,true,false,0,false,false,0,474,false,true
meeting_endurance_1773972152_1,2026-03-20T02:02:32.545507938+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
meeting_endurance_1773973394_21,2026-03-20T02:23:14.619830795+00:00,general,Pending,0,,false,false,false,false,0,false,false,0,0,false,false
